adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,/8N14q1XanN3LN8ahGYsrhS0NQFQ.jpg,"[18, 12, 10749]",14689,en,Hawaii,"Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But the clash between the two cultures is too great and instead of understanding there comes tragedy.",1.208384,/10AVx4V6zVszw75VGC0VCvVfRe4.jpg,10/10/1966,Hawaii,FALSE,5.8,13
FALSE,/u7unQwnv8olv8EofKFlhxlUakOJ.jpg,[18],396,en,Who's Afraid of Virginia Woolf?,Mike Nichols’ film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naïve newlywed guests have made their night.,1.534183,/meHvC3nTKd2jE4oSytADtGjR09l.jpg,6/21/1966,Who's Afraid of Virginia Woolf?,FALSE,7.8,167
FALSE,/ivssZ1NdLhovWIEUgi9wN69dR3s.jpg,"[18, 36]",874,en,A Man for All Seasons,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,2.092967,/mLFfDCdSH6wetMIIbG08hg51PbD.jpg,12/12/1966,A Man for All Seasons,FALSE,7.5,74
FALSE,/vOddAD7yWumFnQISLwFNyjHJ3EP.jpg,"[28, 12, 18, 10752, 10749]",5923,en,The Sand Pebbles,"Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the ""rice-bowl"" system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",1.808793,/1X1d30OaJE87iqCGjNaNCeRUP7R.jpg,12/20/1966,The Sand Pebbles,FALSE,7.2,50
FALSE,/96JE9fN60EjjvfLiUwaOPNOw9zn.jpg,"[28, 35, 53]",21779,en,The Silencers,"Matt Helm (Dean Martin) is called out of retirement to stop the evil Big O organization who plan to explode an atomic bomb over Alamagordo, NM, and start WW III.",1.270367,/4B1z2rhVLLU2VKFFZfRsJVfrnHt.jpg,2/18/1966,The Silencers,FALSE,6.5,17
FALSE,/w4t3YpCg2tGzOmbWQBVjyhDK9iN.jpg,"[9648, 53]",5780,en,Torn Curtain,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,1.412932,/brxgX9qYkH2neAygTiok7SIlo3v.jpg,7/13/1966,Torn Curtain,FALSE,6.4,100
FALSE,/mzoj3fsvm7HbP8m8YatFqqXjepZ.jpg,"[12, 878]",2161,en,Fantastic Voyage,"The science of miniaturization has been unlocked, and the army has big plans. But when a scientist carrying the secret of the process is injured in a surprise attack, a life-threatening blood clot puts him into a coma. Now, a team of adventurers will have to use the technology to travel inside his body and destroy the clot.",1.792848,/hZRYghurxiVXzkSe0JLtfIaOwM0.jpg,8/24/1966,Fantastic Voyage,FALSE,6.7,89
FALSE,/lSjWDLe8KwU731Bhs1TAwA7agGH.jpg,"[28, 18, 53, 80, 9648]",26268,en,Harper,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.",1.330759,/2zjrCMOmo1uMTyhK5udKukraxd4.jpg,2/23/1966,Harper,FALSE,6.3,30
FALSE,/xGC2fY5KFmtuXnsuQwYQKFOLZFy.jpg,[37],429,it,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",4.932377,/wfPHdfofBD5PN96dV96a51B3Ja2.jpg,12/23/1966,"The Good, the Bad and the Ugly",FALSE,8.1,1952
FALSE,/1PODaFULjnsbkgirmFfm9i0cJB1.jpg,"[28, 37]",6644,en,El Dorado,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.",1.775797,/jnbUOe6dAXK4Hs6dhYgvmdr5CbO.jpg,12/17/1966,El Dorado,FALSE,7,81
FALSE,/86A7oAiaUGyWKHUzOevmftkGf5.jpg,"[12, 35]",23832,it,L'armata Brancaleone,"A group of rogues steal a scroll granting its bearer the property of the land of Aurocastro in Apulia (south of Italy). They elect a shaggy knight, Brancaleone from Norcia, as their leader, and decide to get possession of this supposedly wealthy land. Many adventures will occurr during the journey.",1.136665,/qe3UJj6MuTNmJh65hd9NPis8ViT.jpg,4/7/1966,For Love and Gold,FALSE,7.2,21
FALSE,/j9TWVrd0BHUfk9AuSFnchgexY0A.jpg,"[18, 10752, 36]",17295,it,La battaglia di Algeri,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,1.950847,/zsNc43QfSqeMBW186o9Fozfmkst.jpg,9/8/1966,The Battle of Algiers,FALSE,7.8,146
FALSE,/16GcjDWVCANfYSQV7DrP6WEGYAu.jpg,[27],17102,en,Dracula: Prince of Darkness,"Whilst vacationing in the Carpathian Mountain, two couples stumble across the remains of Count Dracula's castle. The Count's trusted servant kills one of the men, suspending the body over the Count's ashes so that the blood drips from the corpse and saturates the blackened remains. The ritual is completed, the Count revived and his attentions focus on the dead man's wife who is to become his partner; devoted to an existence of depravity and evil.",2.165977,/AcrStPFOuXhOTXmJ6uf6V89cnke.jpg,1/9/1966,Dracula: Prince of Darkness,FALSE,6.4,45
FALSE,,"[16, 99, 10751, 14]",289179,en,How the Grinch Stole Christmas!: Documentary,"The Making of the story of how A grumpy hermit hatches a plan to steal Christmas from the Whos of Whoville.  You're A Mean One, Mr. Grinch.  Bitter and hateful, the Grinch is irritated at the thought of the nearby village having a happy time celebrating Christmas. So disguised as Santa Claus, with his dog made to look like a reindeer, he raids the village to steal all the Christmas things. The village is sure to have a sad Christmas this year.",1.001985,/1hmUmJiu8ioBvF9mq4g1OQzNZSA.jpg,1/1/1966,How the Grinch Stole Christmas! Documentary,FALSE,0,0
FALSE,/czwpcXwUVGo7GKx85KF6MgqmOrX.jpg,[18],20108,fr,Au hasard Balthazar,"The sad life and death of Balthazar, a donkey, from an idyllic childhood surrounded by loving children, through adulthood as a downtrodden beast of burden. His life is paralleled with that of the girl who named him, and as she is humiliated by her sadistic lover, so he is beaten by his owner. But he finds a kind of peace when he is employed by an old miller who thinks he is a reincarnated saint.",1.164862,/wGpLTTOHJXlnbArj3X4ZCWF64c5.jpg,5/25/1966,Au Hasard Balthazar,FALSE,7.6,63
FALSE,/G2xoqLeafIpXByTfw9qucM6E20.jpg,"[28, 37]",10772,it,Django,"Django is a 1966 Italian spaghetti Western film directed by Sergio Corbucci and starring Franco Nero in the eponymous role. The film earned a reputation as being one of the most violent films ever made up to that point and was subsequently refused a certificate in Britain until 1993, when it was eventually issued an 18 certificate. Subsequent to this the film was downgraded to a 15 certificate in 2004. Although the name is referenced in over thirty ""sequels"" from the time of the film's release until the mid 1980s in an effort to capitalize on the success of the original, none of these films were official, featuring neither Corbucci nor Nero. Nero did reprise his role as Django in 1987's Django 2: Il Grande Ritorno (Django Strikes Again), in the only official sequel to be written by Corbucci.",1.557774,/7YCMQ6ybiSv67EJJ1cb2Q1WKX4T.jpg,4/5/1966,Django,FALSE,7,127
FALSE,/zS6ooqYwMGTKG02nveSsZckLusz.jpg,"[10751, 14]",14480,ru,Skazka o Tsare Saltane,A fairytale based on Alexander Pushkin novel.,1.00891,/4x9x5TiWMeFmyA9WDMHWXUUGVwA.jpg,5/13/1966,The Tale of Tsar Saltan,FALSE,5.6,5
FALSE,/pUsg1uc8O0QCzsyAGBIJVGRwnAs.jpg,"[10751, 14, 12]",14493,ru,??????? ????????,"Two children, Gerda and Kay, overcome the evil intentions of the Snow Queen with human love and a capacity to fight fear.  Based on a story by Hans Christian Andersen.",1.165674,/vH5Es33WkQIaF6pY2vMRI1SO8eQ.jpg,6/6/1966,The Snow Queen,FALSE,5.8,4
FALSE,/k58KHiIDcC5rax1v4Bjbg60uez0.jpg,"[28, 37]",12639,en,Return of the Seven,"Chico one of the remaining members of The Magnificent Seven now lives in the town that they (The Seven) helped. One day someone comes and takes most of the men prisoner. His wife seeks out Chris, the leader of The Seven for help. Chris also meets Vin another member of The Seven. They find four other men and they go to help Chico.",1.599609,/w7FsVNNBOlvEindunQSpLeyt0dT.jpg,10/19/1966,Return of the Seven,FALSE,5.1,23
FALSE,/z3PrZXBpuTAg0xLFqhmjguxsWLJ.jpg,"[10751, 16]",13353,en,"It's the Great Pumpkin, Charlie Brown","This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1.292287,/9QdnfxTDKUSW1t23sKSQjPNs0iD.jpg,10/27/1966,"It's the Great Pumpkin, Charlie Brown",FALSE,7.3,76
FALSE,/c2rWPWDJU6tIEHB9mA0BEmXDkAS.jpg,"[10751, 16, 12]",9325,en,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",4.265353,/1AreNcL9s24Qfghbzomy0IlzCFk.jpg,10/18/1967,The Jungle Book,FALSE,7.1,1385
FALSE,/jahBdYTAGMJaEove9l9hzYpDKJD.jpg,"[28, 53, 12]",667,en,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,3.295117,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,6/12/1967,You Only Live Twice,FALSE,6.5,471
FALSE,/sEWKMIlgUCCb2n5mT0Mf71DRKLR.jpg,"[35, 18, 10749]",37247,en,The Graduate,"Recent college graduate Benjamin Braddock is seduced by the wife of his father's business partner, Mrs. Robinson. Benjamin soon finds himself falling in love with her daughter, Elaine, as the affair with Mrs. Robinson mother comes back to haunt him.",2.410879,/aWKFNHwRRRDe9wRuzUJrwyFbTvT.jpg,12/21/1967,The Graduate,FALSE,7.5,701
FALSE,/3qLb72ccGmJaFyQ6WOLZDfUbMUu.jpg,"[35, 18, 10749]",1879,en,Guess Who's Coming to Dinner,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,1.533448,/bhdXWhembE6a6q11NqpUcEdtAbw.jpg,12/11/1967,Guess Who's Coming to Dinner,FALSE,7.7,132
FALSE,/lQPMBJ1rm9Qk0cHd1C1lAbJcXJj.jpg,"[80, 18]",475,en,Bonnie and Clyde,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,2.518342,/3tX1FJiXnk515NtRuF18PFC4CVy.jpg,7/18/1967,Bonnie and Clyde,FALSE,7.6,320
FALSE,/gXU3T3zEVaH8lkMNGjyA43K3lDj.jpg,"[10402, 18, 10749]",3055,en,Valley of the Dolls,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young ladies in show business.,1.254655,/1Qk6h3kle87rNIcWQ06k41b3ZmA.jpg,12/27/1967,Valley of the Dolls,FALSE,6.7,26
FALSE,/hJ6JHtIdFbwjp0IRNT7oUlweWst.jpg,"[28, 12, 10752]",1654,en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1.921164,/5SawqeuARDbUPrFohTulwd2PZ2N.jpg,6/15/1967,The Dirty Dozen,FALSE,7.4,273
FALSE,/5CL7hSrmxLBTmRZtm9Ha94p392b.jpg,"[12, 28, 35]",12208,en,Casino Royale,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",1.93358,/g5fBYuP5Wc4yle6eXsKY6HQsbw2.jpg,4/13/1967,Casino Royale,FALSE,5.4,125
FALSE,/3bgl4l4HZZS0hmXfqspooR7O06z.jpg,"[28, 18]",44695,en,The Born Losers,A ruthless motorcycle gang rides into a California town and terrorizes its denizens.,1.159368,/V4JqWfHypz0oheAK1wLBDX9yiQ.jpg,8/18/1967,The Born Losers,FALSE,5.3,12
FALSE,/nXBR8MS7v8V1i0yjHrmpLieaKHe.jpg,"[80, 18, 9648, 53]",10633,en,In the Heat of the Night,An African American detective is asked to investigate a murder in a racist southern town.,1.822756,/cC3kyApHMNSfvsF67421L5IiTbc.jpg,8/2/1967,In the Heat of the Night,FALSE,7.4,178
FALSE,/97oVyyXriXlwIaiDDvB0p72471o.jpg,"[80, 18]",903,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",1.967915,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,6/22/1967,Cool Hand Luke,FALSE,7.6,333
FALSE,/erLlJmxYBEk0SWeh8ddAMNRxvfT.jpg,"[80, 18]",18900,en,In Cold Blood,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",1.286683,/t5wnOmnrsp3T2zImTsArJe84Gt9.jpg,12/14/1967,In Cold Blood,FALSE,7.4,77
FALSE,/hSlBVnFsHnTyrxkUmtT1RusLZUV.jpg,"[28, 18, 37]",27945,en,Hombre,"John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Indians, becomes their only hope for survival when they are set upon by outlaws.",1.694094,/p8scdJqfnEKgEgWQwGJq7hJiE3D.jpg,3/21/1967,Hombre,FALSE,7.2,52
FALSE,/vXYcUDIPZCfEyglzCvGdB63ATHR.jpg,"[27, 80, 53]",11206,en,Wait Until Dark,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",1.353814,/m44YjHFnLkExI8fiCriJyMqkkpu.jpg,10/26/1967,Wait Until Dark,FALSE,7.5,94
FALSE,/dYakGhfA6o1KBl73DBdwtR6Db5u.jpg,"[12, 14, 35, 10751, 10402, 10749]",16081,en,Doctor Dolittle,"Get ready for the wildest adventure of a lifetime in the most ambitious production ever brought to film. Earning a 1967 Academy Award nomination for Best Picture, this dazzling fantasy turns both ordinary and exotic animals into talking, dancing and singing sensations! Rex Harrison is unforgettable in this inspiring adaptation of Hugh Lofting's classic stories.Step into the English country home of the good doctor as he performs remarkable treatments on the wildest variety of patients you could imagine. Discover his secret cures and watch with wide-eyed excitement as he and his four-legged, fine-feathered friends charm their way into your heart!",1.32567,/odRPCp8hurrZpdrnRXm5oqn1DjH.jpg,12/19/1967,Doctor Dolittle,FALSE,5.8,34
FALSE,/janK1O6xf6aKqloCDHiFhCnHE5B.jpg,[37],27277,en,The War Wagon,"An ex-con seeks revenge on the man who put him in prison by planning a robbery of the latter's stagecoach, which is transporting gold. He enlists the help of a partner, who could be working for his nemesis.",3.294891,/jEWv3nWrK7K9MQq1ggLtVwU2IkS.jpg,5/27/1967,The War Wagon,FALSE,6.5,30
FALSE,/rh4mFGMFzNFnzoQ8J4mAZAZ1jGY.jpg,[18],86059,en,The Comedians,"Set in the Haiti of ""Papa Doc"" Duvalier, The Comedians tells the story of a sardonic white hotel owner and his encroaching fatalism as he watches Haiti sink into barbarism. Complications include a friendship with a rebel leader, politically ""charged"" hotel guests, an affair with the wife of a European ambassador, and the manipulations of a conniving British arms dealer.",1.558833,/ozOzkzkmGqvcwyqFU7FE7N5nKEy.jpg,10/31/1967,The Comedians,FALSE,5.7,8
FALSE,/i2TGM3HNeFHrihH6uazSuHgeIWB.jpg,"[28, 12, 80, 18, 9648, 53]",26039,en,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",1.218948,/slqptHys6HQJKXOnRm1LqxFxzJP.jpg,8/30/1967,Point Blank,FALSE,7,87
FALSE,/u36EvB7jqnNDDziczFCashMA3QO.jpg,"[35, 10749]",2984,en,A Countess from Hong Kong,A Russian countess stows away in the stateroom of a married U.S. diplomat bound for New York.,1.321268,/20sih3KIfCERbSb15tLSfzmaAm9.jpg,1/5/1967,A Countess from Hong Kong,FALSE,5.6,28
FALSE,/zK8vBG1F3QU77QAa7aft94Wzu5Z.jpg,"[35, 10402, 10749]",45335,en,Double Trouble,"When singer Gut Lambert goes on tour in Europe, he is pursued by two beautiful women, bumbling jewel thieves, and a mysterious killer.",1.245718,/1iI1tXX4IgB3WmqZ7FqRasn7cGk.jpg,4/5/1967,Double Trouble,FALSE,4.4,4
FALSE,/pckdZ29bHj11hBsV3SbVVfmCB6C.jpg,"[878, 9648, 12]",62,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",4.744222,/90T7b2LIrL07ndYQBmSm09yqVEH.jpg,4/5/1968,2001: A Space Odyssey,FALSE,7.8,2472
FALSE,/8e3XGC1u3xvYb9UGVpu7t2ZbTlR.jpg,[35],11356,en,The Odd Couple,"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual.",1.604921,/hKM0AjF9YHu59Q8JCQ55SIAFsf8.jpg,2/7/1968,The Odd Couple,FALSE,7.4,106
FALSE,/lS3pffg5eIZtnqa0OIHOoe0jdER.jpg,"[28, 80, 18, 53]",916,en,Bullitt,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",1.568572,/oyhnoFu2oKQfAIdu9YU8I8Ne0pX.jpg,10/17/1968,Bullitt,FALSE,7,241
FALSE,/ybVvtVQQ3ACmy4bab9xievII3cG.jpg,"[18, 10749]",6003,en,Romeo and Juliet,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",3.262975,/eFQo6yVAnveM1lYxbhyiOzFLMQU.jpg,4/3/1968,Romeo and Juliet,FALSE,7.3,117
FALSE,/lfD3hi4AVk05sTngDvybbuLVzqR.jpg,"[18, 10751, 10402]",17917,en,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagan.",1.500859,/t44XtV1pNAKYrb5jIRFpcBo0XSe.jpg,9/26/1968,Oliver!,FALSE,6.9,88
FALSE,/3THF7D3uPqhV6k7iKsr2EyjqVPK.jpg,"[27, 18, 9648]",805,en,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,1.94315,/kqA1pt9ovovArgJZi2Lu4Unf6He.jpg,6/12/1968,Rosemary's Baby,FALSE,7.5,719
FALSE,/u4s4b3xRz5gOHwzO2KneDqIl7Bf.jpg,"[12, 18, 28]",871,en,Planet of the Apes,"An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",2.854055,/lj3k2LU4LYpQA3gfJM3uqo7HCf7.jpg,2/7/1968,Planet of the Apes,FALSE,7.5,751
FALSE,/jixekHe0lX093eZHUe5wqKM8SOR.jpg,[27],10331,en,Night of the Living Dead,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",1.671028,/aE65rDcG2xiKPnl5ypAqh2jg0g6.jpg,10/1/1968,Night of the Living Dead,FALSE,7.4,495
FALSE,/aZBg3z7G2QkddfXRZ8H0MY2pgGT.jpg,"[12, 18, 28, 36, 10752]",11046,en,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",2.464739,/70lTWYeTtQfQ9HVKE12ZS7r89jM.jpg,12/4/1968,Where Eagles Dare,FALSE,7.4,192
FALSE,/j5td7oLm44DQF2D3Ml6mtXSOVlt.jpg,"[10749, 18, 10402]",52959,en,Star!,Gertrude Lawrence rises to stage stardom at the cost of happiness.,1.039965,/e4I6LDDCaQxBESDtPo0yemtF4JL.jpg,7/18/1968,Star!,FALSE,6,7
FALSE,/e4uLv3xpPCVSam9bry4E4NeU7qL.jpg,"[37, 28, 80, 18, 10749]",41857,en,Bandolero!,"Posing as a hangman, Mace Bishop arrives in town with the intention of freeing a gang of outlaws, including his brother, from the gallows. Mace urges his younger brother to give up crime. The sheriff chases the brothers to Mexico. They join forces, however, against a group of Mexican bandits.",1.56051,/5BiiX4uzoe9evR0kVjMEQU6u1gr.jpg,6/1/1968,Bandolero!,FALSE,6.1,16
FALSE,/n7gIccTvzMKYcSaUfhKYuQKOUlQ.jpg,"[10752, 18]",22377,en,The Green Berets,Col. Mike Kirby picks two teams of crack Green Berets for a mission in South Vietnam. First off is to build and control a camp that is trying to be taken by the enemy the second mission is to kidnap a North Vietnamese General,1.683315,/u91Cg8x4jqnuG1rNvYAekwx4bAg.jpg,7/4/1968,The Green Berets,FALSE,6,28
FALSE,/wPEzyUcUDGPx7r8f43loEUYGY85.jpg,[37],4929,en,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",1.455163,/qnOknsL20MuvQfQDtG7zWTmPB4o.jpg,7/31/1968,Hang 'em High,FALSE,6.5,153
FALSE,/icPV18iO18q8QWSPbIByucRdLHU.jpg,"[35, 18, 10749]",5721,en,Vixen!,"Vixen lives in a Canadian mountain resort with her naive pilot husband. While he's away flying in tourists, she gets it on with practically everybody including a husband and his wife, and even her biker brother. She is openly racist, and she makes it clear that she won't do the wild thing with her brother's biker friend, who is black.",1.251712,/tc10ZEAG058XGuNgiVEkUvGdU8L.jpg,10/15/1968,Vixen!,FALSE,5.5,14
FALSE,/sNaQWTsQFfdhjKweXbgjSHKZ8YS.jpg,[37],335,it,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,2.852069,/giwzmbbRZDva184wBOHDXlrmBa3.jpg,12/21/1968,Once Upon a Time in the West,FALSE,8,971
FALSE,/evKvNgzydY1e8LmnEpxhAO0272X.jpg,"[28, 80, 18, 53]",26170,en,Coogan's Bluff,Coogan (Clint Eastwood) an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport he escapes and Coogan heads into the City to recapture him.,1.263063,/iE38YqtaiHI4TqAkaEwgpAjUWSJ.jpg,10/2/1968,Coogan's Bluff,FALSE,6.2,70
FALSE,/hbuwlcTuPIKgP3TapemHz2cbr4m.jpg,[37],39209,en,Shalako,"Sean Connery is Shalako, a guide in the old West who has to rescue an aristocratic British hunting party from Indians and bandits.",1.428168,/unMDYJNZvAAQcBKTvVIGiBy9btS.jpg,11/6/1968,Shalako,FALSE,5.5,11
FALSE,/bl4Xj9db0mnJly9RXkwvMqPlmGP.jpg,[878],8069,en,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",2.60634,/fntrx2BzHkdSNFe5jkgP09XsK7g.jpg,10/10/1968,Barbarella,FALSE,5.7,124
FALSE,/v5ackj4Gac2xm7pBxgrOyL0Grqt.jpg,"[28, 35, 53]",3054,en,The Wrecking Crew,"Count Contini masterminds the theft of $1 billion in U.S. gold being transported in Europe. This will cause gyrations in the world's financial markets, and Contini will profit from it. ICE chief MacDonald summons Matt Helm, ""busy"" photographing women models. MacDonald, in effect, makes Matt a Judas Goat, exposing his cover and encouraging Contini to make a move against Matt. The ICE agent will deal with Contini's former lover, current lover, a British woman agent, and Contini's lovely Asian operative before the final showdown with the Count.",1.035145,/9TTNzJ7WijQrB44bFAXDfSXWYap.jpg,12/30/1968,The Wrecking Crew,FALSE,6.7,9
FALSE,/1rlBmNuymQC7HImyD894U7WrDmx.jpg,"[18, 10749, 878]",29146,en,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right.,1.130434,/4FVbPUkLohHAlM83tsIUADvnMjE.jpg,9/23/1968,Charly,FALSE,6.6,28
FALSE,/hgV8ul44zLvDfwh27AIlO4cnM7q.jpg,"[36, 18, 37, 80]",642,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever, talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot ""Sundance Kid"".  As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",2.766539,/jQH0mTzQ1gQ56H8a0z52WreiEok.jpg,9/23/1969,Butch Cassidy and the Sundance Kid,FALSE,7.3,582
FALSE,/m0wzQjOdPan2JXyHSOSkzNQuvc0.jpg,"[12, 28, 53]",668,en,On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",4.540902,/7mcqT56ES5U3wg26vQQuEnOaFSj.jpg,12/12/1969,On Her Majesty's Secret Service,FALSE,6.5,401
FALSE,/b61JQJ8m7endvlj29bpqlNE9RTV.jpg,[18],3116,en,Midnight Cowboy,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,1.923845,/jEeyGsyoiRPwwxDkR1WWNT8eoyN.jpg,5/25/1969,Midnight Cowboy,FALSE,7.5,255
